age,gender,race,pred,s,agegroup,gender_female,gender_male,race_20170109142408075.jpg.chip.jpg,race_Asian,race_Black,race_Indian,race_Others,race_White,agegroup_0-4,agegroup_5-17,agegroup_18-24,agegroup_25-34,agegroup_35-44,agegroup_45-64,agegroup_65-84,agegroup_85-99,agegroup_100-119
5,female,Others,14.45797061920166,9.45797061920166,5-17,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
34,female,Black,30.790924072265625,3.209075927734375,25-34,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
12,female,Black,26.619712829589844,14.619712829589844,5-17,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
45,female,White,42.21095275878906,2.7890472412109375,45-64,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
39,male,White,50.27538299560547,11.275382995605469,35-44,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
30,male,Others,35.4801025390625,5.4801025390625,25-34,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
18,female,Indian,24.062402725219727,6.062402725219727,18-24,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
20,male,White,23.241491317749023,3.2414913177490234,18-24,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
26,female,Indian,23.622072219848633,2.377927780151367,25-34,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
35,male,Black,41.37897491455078,6.378974914550781,35-44,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
7,female,Others,4.00766134262085,2.9923386573791504,5-17,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
56,male,Black,50.064697265625,5.935302734375,45-64,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
54,male,Black,49.89024353027344,4.1097564697265625,45-64,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
22,female,Asian,33.528717041015625,11.528717041015625,18-24,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
30,male,White,32.30078125,2.30078125,25-34,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
42,male,Asian,39.39009475708008,2.609905242919922,35-44,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
26,female,Indian,28.202028274536133,2.202028274536133,25-34,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
9,male,White,7.619367599487305,1.3806324005126953,5-17,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
3,female,White,3.4943103790283203,0.4943103790283203,0-4,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
16,female,White,24.787933349609375,8.787933349609375,5-17,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
28,male,Asian,25.803752899169922,2.196247100830078,25-34,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
56,female,Black,32.70147705078125,23.29852294921875,45-64,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
3,male,Asian,3.0197489261627197,0.019748926162719727,0-4,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
84,female,Asian,78.01752471923828,5.982475280761719,65-84,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
24,female,Indian,23.99882698059082,0.0011730194091796875,18-24,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
25,male,Indian,22.91705322265625,2.08294677734375,25-34,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
56,male,White,61.792938232421875,5.792938232421875,45-64,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
40,male,White,38.14690399169922,1.8530960083007812,35-44,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
22,female,Asian,20.159217834472656,1.8407821655273438,18-24,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1,female,Asian,2.0475716590881348,1.0475716590881348,0-4,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
50,male,Black,58.9897346496582,8.989734649658203,45-64,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
26,female,Asian,35.91545486450195,9.915454864501953,25-34,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
24,female,Indian,16.586708068847656,7.413291931152344,18-24,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1,male,Others,1.4147952795028687,0.41479527950286865,0-4,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
65,male,White,52.837032318115234,12.162967681884766,65-84,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
35,male,White,36.80535125732422,1.8053512573242188,35-44,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
12,female,White,18.44312858581543,6.44312858581543,5-17,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
35,male,Others,39.955604553222656,4.955604553222656,35-44,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
30,female,Asian,24.50139617919922,5.498603820800781,25-34,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
27,male,Black,32.77869415283203,5.778694152832031,25-34,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
6,female,Asian,6.526942253112793,0.526942253112793,5-17,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
22,female,Others,22.320837020874023,0.32083702087402344,18-24,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2,male,Asian,1.796761155128479,0.203238844871521,0-4,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
52,female,White,64.58369445800781,12.583694458007812,45-64,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
27,female,Indian,26.667823791503906,0.33217620849609375,25-34,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2,male,Indian,6.871249198913574,4.871249198913574,0-4,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
28,female,Black,21.13449478149414,6.865505218505859,25-34,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
26,male,Others,36.72873306274414,10.72873306274414,25-34,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
26,male,Black,29.305631637573242,3.305631637573242,25-34,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1,female,Others,1.0625195503234863,0.06251955032348633,0-4,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
25,female,Asian,24.28464698791504,0.7153530120849609,25-34,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
14,female,White,16.028932571411133,2.028932571411133,5-17,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
35,male,Indian,32.58717346191406,2.4128265380859375,35-44,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
38,male,White,35.56163024902344,2.4383697509765625,35-44,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
26,female,Black,32.529781341552734,6.529781341552734,25-34,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
30,female,Black,19.28617286682129,10.713827133178711,25-34,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
18,male,White,17.96685218811035,0.03314781188964844,18-24,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
19,female,White,14.029366493225098,4.970633506774902,18-24,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
36,male,White,43.392242431640625,7.392242431640625,35-44,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
18,female,White,11.35927963256836,6.640720367431641,18-24,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
54,female,Black,29.8819522857666,24.1180477142334,45-64,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
85,male,White,82.70213317871094,2.2978668212890625,85-99,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,male,Indian,7.619708061218262,6.619708061218262,0-4,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
24,female,Indian,33.85149383544922,9.851493835449219,18-24,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
26,female,Others,17.10325813293457,8.89674186706543,25-34,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
26,male,Indian,22.808387756347656,3.1916122436523438,25-34,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
26,female,Others,30.55191421508789,4.551914215087891,25-34,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
25,male,Black,29.258893966674805,4.258893966674805,25-34,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
51,male,White,48.56175231933594,2.4382476806640625,45-64,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
35,female,White,27.457672119140625,7.542327880859375,35-44,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
47,female,Indian,26.962005615234375,20.037994384765625,45-64,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
28,male,Black,28.330263137817383,0.3302631378173828,25-34,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
62,male,Asian,52.06114196777344,9.938858032226562,45-64,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
35,female,White,45.433868408203125,10.433868408203125,35-44,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
61,female,20170109142408075.jpg.chip.jpg,51.47969436645508,9.520305633544922,45-64,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
31,male,Black,35.25517272949219,4.2551727294921875,25-34,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
47,male,White,56.94683837890625,9.94683837890625,45-64,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
23,male,Black,21.811248779296875,1.188751220703125,18-24,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2,female,Others,8.973955154418945,6.973955154418945,0-4,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
70,female,White,62.383548736572266,7.616451263427734,65-84,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
48,male,Others,51.91303253173828,3.9130325317382812,45-64,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
37,female,White,42.67821502685547,5.678215026855469,35-44,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2,female,Asian,0.8637786507606506,1.1362213492393494,0-4,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
15,male,White,16.90098762512207,1.9009876251220703,5-17,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
24,male,Black,25.335676193237305,1.3356761932373047,18-24,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
21,female,Indian,25.080629348754883,4.080629348754883,18-24,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
35,male,White,33.36305618286133,1.6369438171386719,35-44,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
73,female,White,79.96720886230469,6.9672088623046875,65-84,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
15,female,White,24.691545486450195,9.691545486450195,5-17,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
26,male,White,30.64177131652832,4.64177131652832,25-34,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
30,female,Indian,26.17740249633789,3.8225975036621094,25-34,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
26,male,Black,24.468698501586914,1.531301498413086,25-34,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
27,female,White,28.672861099243164,1.672861099243164,25-34,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
26,female,White,26.348323822021484,0.3483238220214844,25-34,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
9,male,Black,16.445505142211914,7.445505142211914,5-17,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
15,female,Black,33.08058166503906,18.080581665039062,5-17,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
28,male,White,27.143774032592773,0.8562259674072266,25-34,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
39,female,White,38.4218864440918,0.5781135559082031,35-44,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
30,female,Black,31.339731216430664,1.339731216430664,25-34,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
32,female,White,24.11540412902832,7.88459587097168,25-34,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
26,female,Others,29.88629722595215,3.8862972259521484,25-34,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
25,female,Indian,26.13713264465332,1.1371326446533203,25-34,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
26,male,Black,28.550283432006836,2.550283432006836,25-34,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
16,female,White,21.29134750366211,5.291347503662109,5-17,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
43,male,White,37.253746032714844,5.746253967285156,35-44,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
26,male,White,33.40851593017578,7.408515930175781,25-34,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
82,male,Asian,71.84002685546875,10.15997314453125,65-84,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
33,male,Indian,27.047300338745117,5.952699661254883,25-34,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
47,female,White,49.0845832824707,2.084583282470703,45-64,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
54,male,Indian,25.844833374023438,28.155166625976562,45-64,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
31,female,White,31.08635139465332,0.08635139465332031,25-34,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
52,female,White,51.33393859863281,0.6660614013671875,45-64,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
65,male,Indian,58.559654235839844,6.440345764160156,65-84,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
40,male,Indian,35.06065368652344,4.9393463134765625,35-44,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
26,female,Asian,23.87656593322754,2.123434066772461,25-34,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
27,male,White,40.43462371826172,13.434623718261719,25-34,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
50,male,White,47.44866180419922,2.5513381958007812,45-64,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,male,Asian,1.6491941213607788,0.6491941213607788,0-4,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
39,male,Black,38.290992736816406,0.7090072631835938,35-44,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
53,male,White,39.461524963378906,13.538475036621094,45-64,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
28,male,Indian,28.193140029907227,0.19314002990722656,25-34,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
36,female,White,41.38625717163086,5.386257171630859,35-44,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
60,female,Indian,49.99238204956055,10.007617950439453,45-64,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
31,female,White,29.754484176635742,1.2455158233642578,25-34,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
32,male,Indian,27.546945571899414,4.453054428100586,25-34,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
10,male,White,8.334424018859863,1.6655759811401367,5-17,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
31,male,Black,30.5342960357666,0.46570396423339844,25-34,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
79,female,White,65.15553283691406,13.844467163085938,65-84,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
46,male,Black,31.66240119934082,14.33759880065918,45-64,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
26,male,Indian,30.22511863708496,4.225118637084961,25-34,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
26,male,Indian,26.07474708557129,0.07474708557128906,25-34,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
25,male,Asian,32.069698333740234,7.069698333740234,25-34,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
48,male,White,47.678016662597656,0.32198333740234375,45-64,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
39,male,Indian,33.67350769042969,5.3264923095703125,35-44,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
38,male,Others,29.14881706237793,8.85118293762207,35-44,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
23,female,Others,25.348831176757812,2.3488311767578125,18-24,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
23,female,White,25.921884536743164,2.921884536743164,18-24,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
58,male,White,60.27165222167969,2.2716522216796875,45-64,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
56,male,Black,48.34922409057617,7.650775909423828,45-64,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
26,male,White,34.001033782958984,8.001033782958984,25-34,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
25,female,Others,22.339860916137695,2.6601390838623047,25-34,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
72,male,White,76.24079895019531,4.2407989501953125,65-84,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
30,female,White,24.95522689819336,5.044773101806641,25-34,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
26,female,Black,34.70824432373047,8.708244323730469,25-34,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
47,male,White,49.33636474609375,2.33636474609375,45-64,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
31,female,Black,24.03636360168457,6.96363639831543,25-34,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
50,female,Black,32.55186462402344,17.448135375976562,45-64,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
26,female,Black,32.73701858520508,6.737018585205078,25-34,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
26,male,Indian,24.706743240356445,1.2932567596435547,25-34,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
14,male,Others,19.256298065185547,5.256298065185547,5-17,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
43,male,Black,43.752891540527344,0.7528915405273438,35-44,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
